country_iso3	country_name	comparison_pre_epoch_id	comparison_post_epoch_id	sensitivity_model	delta_shift_applied_to_missing_probability	pre_missing_odds_multiplier	post_missing_odds_multiplier	odds_multiplier_log2_distance	pre_observed_interpretable_prevalence	post_observed_interpretable_prevalence	pre_continuity_corrected_reference_prevalence	post_continuity_corrected_reference_prevalence	pre_missing_probability_assumed	post_missing_probability_assumed	pre_adjusted_total_prevalence	post_adjusted_total_prevalence	baseline_delta_interpretable_only	adjusted_delta_total	baseline_sign	adjusted_sign	sign_changed	full_reversal
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.35				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9653846153846154	0.6699999999999999	0.6810096153846154	0.4397368421052632	-0.2953846153846154	-0.24127277327935215	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.4				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.72	0.6875	0.4568421052631579	-0.2953846153846154	-0.23065789473684212	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.45				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.77	0.6875	0.47394736842105256	-0.2953846153846154	-0.21355263157894744	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.5				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.8200000000000001	0.6875	0.49105263157894735	-0.2953846153846154	-0.19644736842105265	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.55				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.8700000000000001	0.6875	0.5081578947368421	-0.2953846153846154	-0.17934210526315786	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.6				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.9199999999999999	0.6875	0.5252631578947369	-0.2953846153846154	-0.16223684210526312	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.65				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	0.97	0.6875	0.5423684210526316	-0.2953846153846154	-0.1451315789473684	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.7				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.75				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.8				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.85				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.9				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	0.95				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	additive_probability_offset	1.0				0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	1.0	1.0	0.6875	0.5526315789473685	-0.2953846153846154	-0.13486842105263153	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	0.25	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.10828025477707007	0.5522540983606558	0.24756956084478712	-0.2953846153846154	-0.30468453751586866	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	0.5	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.1954022988505747	0.5522540983606558	0.2773744706594071	-0.2953846153846154	-0.27487962770124863	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	1.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.3269230769230769	0.5522540983606558	0.3223684210526316	-0.2953846153846154	-0.22988567730802417	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	2.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.49275362318840576	0.5522540983606558	0.37909992372234935	-0.2953846153846154	-0.1731541746383064	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	4.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.6601941747572815	0.5522540983606558	0.4363822176801227	-0.2953846153846154	-0.11587188068053306	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.25	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.2786885245901639	0.7953216374269005	0.5522540983606558	0.48261003385657125	-0.2953846153846154	-0.0696440645040845	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	0.25	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.10828025477707007	0.5817307692307693	0.24756956084478712	-0.2953846153846154	-0.3341612083859822	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	0.5	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.1954022988505747	0.5817307692307693	0.2773744706594071	-0.2953846153846154	-0.30435629857136215	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	1.0	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.3269230769230769	0.5817307692307693	0.3223684210526316	-0.2953846153846154	-0.2593623481781377	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	2.0	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.49275362318840576	0.5817307692307693	0.37909992372234935	-0.2953846153846154	-0.20263084550841992	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	4.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.6601941747572815	0.5817307692307693	0.4363822176801227	-0.2953846153846154	-0.14534855155064658	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		0.5	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.4358974358974359	0.7953216374269005	0.5817307692307693	0.48261003385657125	-0.2953846153846154	-0.09912073537419802	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	0.25	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.10828025477707007	0.6138392857142857	0.24756956084478712	-0.2953846153846154	-0.3662697248694986	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	0.5	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.1954022988505747	0.6138392857142857	0.2773744706594071	-0.2953846153846154	-0.3364648150548786	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	1.0	0.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.3269230769230769	0.6138392857142857	0.3223684210526316	-0.2953846153846154	-0.2914708646616541	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	2.0	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.49275362318840576	0.6138392857142857	0.37909992372234935	-0.2953846153846154	-0.23473936199193635	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	4.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.6601941747572815	0.6138392857142857	0.4363822176801227	-0.2953846153846154	-0.177457068034163	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		1.0	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.6071428571428572	0.7953216374269005	0.6138392857142857	0.48261003385657125	-0.2953846153846154	-0.13122925185771445	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	0.25	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.10828025477707007	0.6416666666666667	0.24756956084478712	-0.2953846153846154	-0.3940971058218796	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	0.5	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.1954022988505747	0.6416666666666667	0.2773744706594071	-0.2953846153846154	-0.3642921960072596	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	1.0	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.3269230769230769	0.6416666666666667	0.3223684210526316	-0.2953846153846154	-0.31929824561403514	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	2.0	1.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.49275362318840576	0.6416666666666667	0.37909992372234935	-0.2953846153846154	-0.26256674294431737	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	4.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.6601941747572815	0.6416666666666667	0.4363822176801227	-0.2953846153846154	-0.20528444898654402	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		2.0	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.7555555555555556	0.7953216374269005	0.6416666666666667	0.48261003385657125	-0.2953846153846154	-0.15905663281009547	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	0.25	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.10828025477707007	0.6613924050632911	0.24756956084478712	-0.2953846153846154	-0.413822844218504	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	0.5	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.1954022988505747	0.6613924050632911	0.2773744706594071	-0.2953846153846154	-0.384017934403884	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	1.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.3269230769230769	0.6613924050632911	0.3223684210526316	-0.2953846153846154	-0.33902398401065953	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	2.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.49275362318840576	0.6613924050632911	0.37909992372234935	-0.2953846153846154	-0.28229248134094176	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	4.0	2.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.6601941747572815	0.6613924050632911	0.4363822176801227	-0.2953846153846154	-0.22501018738316841	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		4.0	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.8607594936708861	0.7953216374269005	0.6613924050632911	0.48261003385657125	-0.2953846153846154	-0.17878237120671986	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	0.25	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.10828025477707007	0.673469387755102	0.24756956084478712	-0.2953846153846154	-0.4258998269103149	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	0.5	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.1954022988505747	0.673469387755102	0.2773744706594071	-0.2953846153846154	-0.3960949170956949	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	1.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.3269230769230769	0.673469387755102	0.3223684210526316	-0.2953846153846154	-0.35110096670247043	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	2.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.49275362318840576	0.673469387755102	0.37909992372234935	-0.2953846153846154	-0.29436946403275266	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	4.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.6601941747572815	0.673469387755102	0.4363822176801227	-0.2953846153846154	-0.23708717007497931	decrease	decrease	False	False
AUS	Australia	aus_wp_only	aus_ap_with_prn	odds_multiplier_pattern_mixture		8.0	8.0	3.0	0.6153846153846154	0.32	0.6071428571428571	0.3269230769230769	0.9251700680272109	0.7953216374269005	0.673469387755102	0.48261003385657125	-0.2953846153846154	-0.19085935389853076	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-1.0				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.95				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.9				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.85				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.8				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.75				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.7				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.65				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.6				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.55				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.5				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.45				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.4				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.35				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.3				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.25				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.0	0.0	0.16666666666666666	0.038461538461538464	-0.17483811285846437	-0.1282051282051282	decrease	decrease	False	False
JPN	Japan	jpn_pre2012_mixed_ap	jpn_ap_without_prn	additive_probability_offset	-0.2				0.21739130434782608	0.0425531914893617	0.22916666666666666	0.052083333333333336	0.01739130434782607	0.0	0.17072463768115942	0.038461538461538464	-0.17483811285846437	-0.13226309921962096	decrease	decrease	False	False
